0.00133422	1.23433e-47	0.136674
1.24636e-47	1.23433e-47	0.13
1.24636e-47	1.23433e-47	0.16
1.24636e-47	1.23433e-47	0.15
1.24636e-47	1.23433e-47	0.24
1.24636e-47	1.23433e-47	1
1.24636e-47	1.23433e-47	1
1.24636e-47	1.23433e-47	1
1.24636e-47	1.23433e-47	1
1.24636e-47	1.23433e-47	1
1.24636e-47	1.23433e-47	1
0.00133422	1.23433e-47	0.2
0.00133422	1.23433e-47	1
0.00133422	1.23433e-47	0.16
0.00133422	1.23433e-47	1
0.00133422	1.23433e-47	0.08
0.00133422	1.23433e-47	0.17
0.00133422	1.23433e-47	0
0.00133422	1.91791e-76	0.06	0	25
1.23433e-47	1.91791e-76	0.2	0	0
1.23433e-47	1.91791e-76	0.19	0	0
1.23433e-47	1.91791e-76	0.0666667	0	0
0.00133422	1.91791e-76	0	0	0
0.00133422	1.91791e-76	0	0	0
0.2	1.91791e-76	0	0	0
0.2	1.91791e-76	0.08	0	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	18.2322	-18.4964
1.23433e-47	1.91791e-76	0.1	-2.72349	-2.8607
1.23433e-47	1.91791e-76	0.1	-2.72349	-2.8607
1.23433e-47	1.91791e-76	1	-0.175785	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	0.8	0	0
1.23433e-47	1.91791e-76	1	0	0
1.23433e-47	1.91791e-76	1	-0.175785	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.175785	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	0
1.23433e-47	1.91791e-76	1	-0.292975	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	0
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	1.97
1.23433e-47	1.91791e-76	1	-0.292975	1.97
1.23433e-47	1.91791e-76	1	-0.292975	1.97
1.23433e-47	1.91791e-76	0	0	0
1.23433e-47	1.91791e-76	1	-0.292975	1.97
