5.94084e-38	7.26055e-43	0	10.0163	8.56073
5.94084e-38	7.26055e-43	0	7.95901	-1.61639
5.94084e-38	7.26055e-43	0	2.03895	9.90947
5.94084e-38	7.26055e-43	0	-11.6399	-0.447538
5.94084e-38	7.26055e-43	0	-2.25449	4.06365
5.94084e-38	7.26055e-43	0	7.61726	-3.21502
5.94084e-38	7.26055e-43	0	7.5892	-7.40493
5.94084e-38	7.26055e-43	0.002	-7.96842	4.91977
5.94084e-38	7.26055e-43	0	-8.86351	13.9454
5.94084e-38	7.26055e-43	0	7.16563	-13.2037
5.94084e-38	7.26055e-43	0	9.59756	5.75175
5.94084e-38	7.26055e-43	0	-11.3843	4.08515
5.94084e-38	7.26055e-43	0	-13.0337	4.92637
5.94084e-38	7.26055e-43	0	4.81567	9.82068
5.94084e-38	7.26055e-43	0	0.593523	11.2026
5.94084e-38	7.26055e-43	0	0.713613	-0.934158
5.94084e-38	7.26055e-43	0	1.30319	-11.189
5.94084e-38	7.26055e-43	0	-4.45076	11.5993
5.94084e-38	7.26055e-43	0	2.91272	-6.32101
5.94084e-38	7.26055e-43	0	-13.3129	-6.14157
5.94084e-38	7.26055e-43	0	-8.3852	-2.31078
5.94084e-38	7.26055e-43	0	-13.033	6.24702
5.94084e-38	7.26055e-43	0	8.21274	-11.8452
5.94084e-38	7.26055e-43	0	12.7724	-5.24804
5.94084e-38	7.26055e-43	0	-8.86351	13.9454
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-12.85	5.39601
5.94084e-38	7.26055e-43	0	8.05843	2.41068
5.94084e-38	7.26055e-43	0	-1.51619	-4.65256
5.94084e-38	7.26055e-43	0	-10.4677	3.80861
5.94084e-38	7.26055e-43	0	-13.0337	4.92637
5.94084e-38	7.26055e-43	0	9.0122	9.26528
5.94084e-38	7.26055e-43	0	3.79347	14.5651
5.94084e-38	7.26055e-43	0	7.37827	3.32824
5.94084e-38	7.26055e-43	0	-7.79347	13.5094
5.94084e-38	7.26055e-43	0	-4.59795	-0.180762
5.94084e-38	7.26055e-43	0	9.85709	7.45677
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	-10	-10
5.94084e-38	7.26055e-43	0	0	0
5.94084e-38	7.26055e-43	0.2	-10	-10
